title,budget,revenue
The Grass Harp,0.0,0.0
Someone Else's America,0.0,0.0
Life is Rosy,0.0,0.0
Quartier Mozart,0.0,0.0
Touki Bouki,0.0,0.0
God's Gift,0.0,0.0
Spirits of the Dead,0.0,0.0
Babyfever,0.0,0.0
Pharaoh's  Army,500000.0,0.0
Trainspotting,4000000.0,71981823.0
Til There Was You,1000000.0,3525125.0
Independence Day,165000000.0,389681935.0
Stealing Beauty,10000000.0,4800000.0
The Fan,55000000.0,18626419.0
The Hunchback of Notre Dame,100000000.0,325300000.0
The Cable Guy,47000000.0,102825796.0
Kingpin,27000000.0,25023434.0
Eraser,100000000.0,242295562.0
The Gate of Heavenly Peace,0.0,0.0
The Nutty Professor,54000000.0,128769345.0
"I, the Worst of All",0.0,0.0
An Unforgettable Summer,,
A Hungarian Fairy Tale,0.0,0.0
My Life and Times With Antonin Artaud,0.0,0.0
Midnight Dancers,0.0,0.0
Somebody to Love,0.0,0.0
A Very Natural Thing,0.0,0.0
The Old Lady Who Walked in the Sea,0.0,0.0
Daylight,80000000.0,159212469.0
The Frighteners,30000000.0,29359216.0
Lone Star,5000000.0,13269963.0
Harriet the Spy,12000000.0,26600000.0
Phenomenon,32000000.0,152000000.0
Walking and Talking,0.0,0.0
She's the One,0.0,0.0
A Time to Kill,40000000.0,152266007.0
American Buffalo,0.0,665450.0
Rendezvous in Paris,0.0,0.0
Alaska,0.0,0.0
Fled,25000000.0,17193231.0
Kazaam,20000000.0,18937262.0
Magic Hunter,0.0,0.0
Larger Than Life,30000000.0,8315693.0
A Boy Called Hate,0.0,0.0
Power 98,0.0,0.0
Two Deaths,0.0,0.0
A Very Brady Sequel,12000000.0,21440752.0
Stefano Quantestorie,0.0,0.0
Death in the Garden,0.0,0.0
Hedd Wyn,0.0,0.0
La Collectionneuse,0.0,0.0
Kaspar Hauser,2000000.0,0.0
Regular Guys,0.0,0.0
Diebinnen,0.0,0.0
The Convent,0.0,0.0
The Adventures of Pinocchio,25000000.0,15100000.0
Joe's Apartment,13000000.0,4600000.0
The First Wives Club,26000000.0,116400000.0
Stonewall,13500000.0,187674.0
Ransom,80000000.0,309492681.0
High School High,0.0,1766913.0
Phat Beach,0.0,1383726.0
Foxfire,0.0,0.0
Chain Reaction,50000000.0,60209334.0
Matilda,36000000.0,33500000.0
Emma,0.0,0.0
The Crow: City of Angels,13000000.0,25317287.0
House Arrest,0.0,0.0
Eyes Without a Face,0.0,58656.0
Bordello of Blood,15000000.0,5600000.0
Lotto Land,0.0,0.0
The Story of Xinghua,0.0,0.0
The Day the Sun Turned Cold,0.0,0.0
Flirt,0.0,263511.0
The Big Squeeze,0.0,0.0
The Spitfire Grill,6000000.0,12643776.0
Escape from L.A.,50000000.0,42277365.0
Cyclo,0.0,0.0
Basquiat,3300000.0,3022292.0
Tin Cup,45000000.0,53854588.0
Dingo,200000.0,300000.0
The Ballad of Narayama,0.0,0.0
Every Other Weekend,0.0,0.0
Mille bolle blu,0.0,0.0
Crows and Sparrows,0.0,0.0
The Godfather,6000000.0,245066411.0
Maybe... Maybe Not,0.0,0.0
Police Story 3: Supercop,900000.0,34391494.0
Manny & Lo,500000.0,431326.0
Wife,0.0,0.0
Small Faces,1850000.0,0.0
Bound,4500000.0,7011317.0
Carpool,17000000.0,0.0
Death in Brunswick,0.0,0.0
Kansas City,18000000.0,0.0
Gone Fishin',53000000.0,19745922.0
Lover's Knot,0.0,0.0
Vive L'Amour,0.0,0.0
Shadow of Angels,0.0,0.0
Killer: A Journal of Murder,0.0,0.0
Nothing to Lose,25000000.0,44480039.0
Project S,14750000.0,6283415.0
Girls Town,0.0,503667.0
Bye-Bye,0.0,0.0
The Relic,60000000.0,33956608.0
The Island of Dr. Moreau,6000000.0,0.0
First Kid,0.0,0.0
The Trigger Effect,8000000.0,3600000.0
Sweet Nothing,0.0,0.0
Bogus,32000000.0,0.0
Bulletproof,25000000.0,22611954.0
Talk of Angels,0.0,0.0
The Land Before Time III: The Time of the Great Giving,0.0,0.0
1-900,0.0,0.0
Baton Rouge,0.0,0.0
Halloween: The Curse of Michael Myers,5000000.0,15116634.0
Twelfth Night,5000000.0,33000000.0
Mother Night,0.0,0.0
Liebelei,0.0,0.0
Venice,0.0,0.0
Wild Reeds,0.0,807775.0
For Whom the Bell Tolls,3000000.0,17800000.0
The Philadelphia Story,0.0,0.0
Singin' in the Rain,2540800.0,7200000.0
An American in Paris,22000000.0,26570463.0
Funny Face,0.0,0.0
Breakfast at Tiffany's,2500000.0,9500000.0
Vertigo,2479000.0,7808900.0
Rear Window,0.0,0.0
It Happened One Night,325000.0,4500000.0
Gaslight,2068000.0,0.0
The Gay Divorcee,520000.0,1800000.0
North by Northwest,4000000.0,13275000.0
The Apartment,3000000.0,25000000.0
Some Like It Hot,2883848.0,25000000.0
Charade,4000000.0,13475000.0
Casablanca,878000.0,10462500.0
The Maltese Falcon,375000.0,1772000.0
My Fair Lady,17000000.0,72661442.0
Roman Holiday,1500000.0,12000000.0
The Little Princess,0.0,0.0
Meet Me in St. Louis,1707561.0,7566000.0
The Wizard of Oz,2777000.0,33754967.0
Gone with the Wind,4000000.0,402352579.0
My Favorite Year,7900000.0,20123620.0
Sunset Boulevard,1752000.0,5000000.0
Citizen Kane,839727.0,23218000.0
2001: A Space Odyssey,,
Golden Earrings,1000000.0,7000000.0
All About Eve,1400000.0,8400000.0
The Women,16000000.0,50007546.0
Rebecca,0.0,0.0
Foreign Correspondent,0.0,0.0
Notorious,0.0,43051547.0
Spellbound,0.0,0.0
An Affair to Remember,2100000.0,3800000.0
To Catch a Thief,2500000.0,8750000.0
Father of the Bride,20000000.0,89325780.0
The Band Wagon,2900000.0,3500000.0
Ninotchka,1365000.0,2279000.0
Love in the Afternoon,2100000.0,2000000.0
Gigi,3319355.0,13200000.0
The Reluctant Debutante,0.0,0.0
The Adventures of Robin Hood,2033000.0,3981000.0
The Mark of Zorro,0.0,0.0
Laura,0.0,0.0
The Ghost and Mrs. Muir,0.0,0.0
Lost Horizon,5900000.0,3800000.0
Top Hat,609000.0,3202000.0
To Be or Not to Be,1200000.0,1500000.0
My Man Godfrey,575375.0,684200.0
Giant,5400000.0,32855818.0
East of Eden,0.0,0.0
The Thin Man,226408.0,1423000.0
His Girl Friday,0.0,0.0
Around the World in Eighty Days,6000000.0,42000000.0
It's a Wonderful Life,3180000.0,9644124.0
Mr. Smith Goes to Washington,1500000.0,9600000.0
Bringing Up Baby,1073000.0,0.0
Penny Serenade,0.0,0.0
Lady of Burlesque,0.0,0.0
Of Human Bondage,0.0,0.0
Angel on My Shoulder,0.0,0.0
Little Lord Fauntleroy,0.0,0.0
They Made Me a Criminal,0.0,0.0
The Inspector General,0.0,0.0
Angel and the Badman,0.0,0.0
The 39 Steps,0.0,0.0
A Walk in the Sun,0.0,0.0
The Outlaw,3400000.0,5075000.0
Night of the Living Dead,4200000.0,5835247.0
The African Queen,1000000.0,10750000.0
Beat the Devil,1000000.0,0.0
Cat on a Hot Tin Roof,3000000.0,17570324.0
The Last Time I Saw Paris,1960000.0,4940000.0
Meet John Doe,0.0,2000000.0
Algiers,0.0,0.0
Something to Sing About,900000.0,0.0
A Farewell to Arms,0.0,0.0
Moonlight Murder,0.0,0.0
Nothing Personal,0.0,0.0
"Yes, Madam",0.0,1276496.0
Dangerous Ground,0.0,3028094.0
Picnic,0.0,0.0
Madagascar Skin,0.0,0.0
The Pompatus of Love,0.0,0.0
Small Wonders,0.0,0.0
Fly Away Home,22000000.0,25143818.0
Bliss,0.0,294064.0
Grace of My Heart,5000000.0,660313.0
Brother of Sleep,0.0,97848.0
Maximum Risk,25000000.0,51702483.0
Michael Collins,25000000.0,16900000.0
The Rich Man's Wife,0.0,8538318.0
Infinity,0.0,0.0
Big Night,0.0,0.0
Last Man Standing,8000000.0,1361.0
Caught,0.0,0.0
Set It Off,9000000.0,41590886.0
2 Days in the Valley,0.0,11132156.0
Curdled,2300000.0,49620.0
L'associé,0.0,0.0
Ed's Next Move,0.0,0.0
Extreme Measures,38000000.0,17380126.0
The Glimmer Man,45000000.0,20350000.0
D3: The Mighty Ducks,0.0,22955097.0
The Chamber,50000000.0,22540359.0
The Apple Dumpling Gang,0.0,36853000.0
"Davy Crockett, King of the Wild Frontier",2150000.0,0.0
Escape to Witch Mountain,0.0,20000000.0
The Love Bug,0.0,0.0
Herbie Rides Again,0.0,38229000.0
Old Yeller,21909000.0,0.0
The Parent Trap,15000000.0,92108518.0
Pollyanna,,
Homeward Bound: The Incredible Journey,24000000.0,57333324.0
The Shaggy Dog,50000000.0,87134280.0
Swiss Family Robinson,5000000.0,40356000.0
That Darn Cat!,0.0,28062222.0
"20,000 Leagues Under the Sea",0.0,0.0
Cool Runnings,14000000.0,154856263.0
Angels in the Outfield,31000000.0,50236831.0
Cinderella,2900000.0,263600000.0
Winnie the Pooh and the Blustery Day,0.0,0.0
The Three Caballeros,0.0,336000000.0
The Sword in the Stone,3000000.0,22200000.0
So Dear to My Heart,0.0,0.0
Robin Hood: Prince of Thieves,48000000.0,390493908.0
Mary Poppins,4650000.0,103100000.0
Dumbo,812000.0,1600000.0
Pete's Dragon,10000000.0,0.0
Bedknobs and Broomsticks,20000000.0,17900000.0
Alice in Wonderland,200000000.0,1025467110.0
The Fox and the Hound,12000000.0,29800000.0
Freeway,3000000.0,0.0
The Sound of Music,8200000.0,286214286.0
Die Hard,28000000.0,140767956.0
The Lawnmower Man,10000000.0,32100816.0
Unhook the Stars,0.0,0.0
Synthetic Pleasures,0.0,0.0
The Secret Agent,0.0,0.0
Secrets & Lies,4500000.0,13417292.0
That Thing You Do!,26000000.0,34585416.0
To Gillian on Her 37th Birthday,0.0,4137645.0
Surviving Picasso,16000000.0,1985001.0
Love Is All There Is,0.0,0.0
Beautiful Thing,0.0,1500000.0
The Long Kiss Goodnight,65000000.0,89456761.0
The Ghost and the Darkness,50000000.0,38619405.0
Looking for Richard,0.0,0.0
Trees Lounge,1300000.0,0.0
The Proprietor,0.0,0.0
Normal Life,0.0,0.0
Get on the Bus,2400000.0,5731103.0
Shadow Conspiracy,45000000.0,2154540.0
Jude,7000000.0,409144.0
Everyone Says I Love You,20000000.0,9800000.0
Bitter Sugar,0.0,0.0
Romeo + Juliet,14500000.0,147298761.0
Swingers,0.0,0.0
Sleepers,44000000.0,165600000.0
The Sunchaser,0.0,21508.0
Johns,0.0,0.0
Aladdin and the King of Thieves,0.0,0.0
The Woman in Question,0.0,0.0
Shall We Dance,991000.0,2168000.0
A Damsel in Distress,1035000.0,1465000.0
Crossfire,250000.0,1300000.0
"Murder, My Sweet",0.0,0.0
Macao,0.0,0.0
For the Moment,120.0,0.0
Willy Wonka & the Chocolate Factory,0.0,0.0
The Sexual Life of the Belgians,0.0,0.0
The Innocents,0.0,0.0
Sleeper,2000000.0,18344729.0
Bananas,2000000.0,11833696.0
A Fish Called Wanda,7500000.0,188593712.0
Life of Brian,4000000.0,20700000.0
Victor/Victoria,15000000.0,28215453.0
The Candidate,1600000.0,2500000.0
The Great Race,12000000.0,25300000.0
Bonnie and Clyde,0.0,0.0
The Old Man and the Sea,0.0,0.0
Dial M for Murder,1400000.0,3000000.0
Madame Butterfly,0.0,0.0
Dirty Dancing,6000000.0,214577242.0
Reservoir Dogs,1200000.0,2859750.0
Platoon,6000000.0,138530565.0
Weekend at Bernie's,7000000.0,12741891.0
Basic Instinct,49000000.0,352927224.0
The Doors,38000000.0,34416893.0
The Crying Game,3705538.0,62548947.0
Glengarry Glen Ross,12500000.0,10725228.0
Sophie's Choice,12000000.0,30036166.0
E.T. the Extra-Terrestrial,10500000.0,792965500.0
The Search for One-eye Jimmy,0.0,71314.0
A Christmas Carol,0.0,0.0
Days of Thunder,60000000.0,157920733.0
Top Gun,15000000.0,356830601.0
American Strays,0.0,1910.0
Rebel Without a Cause,1500000.0,4500000.0
A Streetcar Named Desire,1800000.0,8000000.0
Children of the Corn IV: The Gathering,0.0,0.0
The Leopard Son,0.0,0.0
Charm's  Incidents,0.0,0.0
Bird of Prey,0.0,0.0
Microcosmos,0.0,0.0
Palookaville,315230.0,0.0
The Associate,23000000.0,12800000.0
The Funeral,12500000.0,1227324.0
The Sleepover,0.0,0.0
A Single Girl,0.0,0.0
The Eighth Day,0.0,0.0
North Star,0.0,0.0
Drunks,0.0,0.0
The People vs. Larry Flynt,36000000.0,20300385.0
Glory Daze,0.0,0.0
A Perfect Candidate,0.0,0.0
On Golden Pond,15000000.0,119285432.0
The Return of the Pink Panther,5000000.0,41833347.0
Drop Dead Fred,6788000.0,13878334.0
The Abyss,70000000.0,90000098.0
The Fog,1000000.0,21448830.0
Escape from New York,6000000.0,50244700.0
The Howling,1000000.0,17985893.0
Jean de Florette,4940939.0,0.0
Manon of the Spring,0.0,0.0
Johnny 100 Pesos,0.0,0.0
Private Benjamin,15000000.0,69800000.0
Monty Python and the Holy Grail,400000.0,5028948.0
Hustler White,0.0,127251.0
Dadetown,0.0,0.0
Everything Relative,0.0,0.0
Entertaining Angels - The Dorothy Day Story,0.0,711872.0
Three Lives and Only One Death,500000.0,0.0
The Line King: The Al Hirschfeld Story,0.0,0.0
Snowriders,0.0,2035470.0
Curtis's Charm,0.0,0.0
When We Were Kings,0.0,2666118.0
The Wrong Trousers,0.0,0.0
JLG/JLG: Self-Portrait in December,0.0,0.0
The Return of Martin Guerre,0.0,0.0
Faust,0.0,0.0
He Walked by Night,0.0,0.0
Raw Deal,8500000.0,16209459.0
T-Men,0.0,0.0
The Children Are Watching Us,0.0,0.0
Pastoral Symphony,0.0,0.0
Here Comes Cookie,0.0,0.0
Love In Bloom,0.0,0.0
Six of a Kind,0.0,0.0
The Tin Drum,3000000.0,17000000.0
The Ruling Class,0.0,0.0
Mina Tannenbaum,0.0,0.0
2 or 3 Things I Know About Her,0.0,0.0
The Bloody Child,0.0,0.0
Dear God,0.0,0.0
Bad Moon,7000000.0,1100000.0
American Dream,500000.0,0.0
Best of the Best 3: No Turning Back,0.0,0.0
Bob Roberts,3900000.0,8000000.0
Cinema Paradiso,5000000.0,11990401.0
"The Cook, the Thief, His Wife & Her Lover",2300000.0,7724701.0
Dead Tired,0.0,0.0
Delicatessen,4000000.0,1794187.0
The Double Life of Veronique,0.0,1999955.0
Enchanted April,0.0,13200170.0
Paths of Glory,935000.0,1200000.0
The Grifters,0.0,13446769.0
Hear My Song,0.0,0.0
The Shooter,0.0,0.0
The English Patient,27000000.0,231976425.0
Mediterraneo,0.0,4532791.0
My Left Foot: The Story of Christy Brown,645180.0,14743391.0
"Sex, Lies, and Videotape",1200000.0,24741667.0
Passion Fish,5000000.0,4814619.0
Strictly Ballroom,3000000.0,33946224.0
The Thin Blue Line,0.0,1209846.0
Tie Me Up! Tie Me Down!,0.0,3125224.0
Madonna: Truth or Dare,0.0,0.0
Paris is Burning,500000.0,3800000.0
One Flew Over the Cuckoo's Nest,3000000.0,108981275.0
Up in Smoke,0.0,0.0
The Empire Strikes Back,0.0,10392896.0
The Princess Bride,16000000.0,30900000.0
Raiders of the Lost Ark,18000000.0,389925971.0
Brazil,15000000.0,9900000.0
Aliens,18500000.0,183316455.0
"The Good, the Bad and the Ugly",1200000.0,38900000.0
Withnail & I,0.0,1544889.0
12 Angry Men,1750000.0,0.0
Lawrence of Arabia,15000000.0,69995385.0
A Clockwork Orange,2200000.0,27033812.0
To Kill a Mockingbird,2000000.0,13129846.0
Apocalypse Now,31500000.0,150000000.0
Once Upon a Time in the West,5000000.0,5380118.0
Return of the Jedi,32350000.0,572700000.0
Wings of Desire,2500000.0,3210139.0
The Third Man,0.0,0.0
GoodFellas,25000000.0,46800000.0
Alien,11000000.0,104931801.0
Army of Darkness,11000000.0,21502976.0
The Big Blue,14390509.0,0.0
Ran,0.0,0.0
The Killer,30000000.0,318618.0
Psycho,60000000.0,37100000.0
The Blues Brothers,27000000.0,115229890.0
The Godfather: Part II,13000000.0,102600000.0
Full Metal Jacket,30000000.0,46357676.0
A Grand Day Out,17300.0,40118.0
Henry V,0.0,0.0
Amadeus,18000000.0,90007557.0
The Quiet Man,1750000.0,3800000.0
Once Upon a Time in America,30000000.0,5500000.0
Raging Bull,18000000.0,23380203.0
Annie Hall,4000000.0,38288028.0
The Right Stuff,27000000.0,21500000.0
Stalker,0.0,0.0
Das Boot,0.0,0.0
The Sting,5500000.0,159616327.0
Harold and Maude,1200000.0,0.0
Trust,9500000.0,120000.0
The Seventh Seal,150000.0,311212.0
Local Hero,4200000.0,5900000.0
The Terminator,6400000.0,78371200.0
Braindead,3000000.0,242623.0
Glory,18000000.0,26800000.0
Rosencrantz & Guildenstern Are Dead,0.0,0.0
Manhattan,9000000.0,40194067.0
Miller's Crossing,14000000.0,5080409.0
Dead Poets Society,16400000.0,235900000.0
The Graduate,3000000.0,104945305.0
Touch of Evil,829000.0,2247500.0
La Femme Nikita,8538703.0,5000000.0
The Bridge on the River Kwai,3000000.0,44908000.0
8½,0.0,0.0
Chinatown,6000000.0,30000000.0
The Day the Earth Stood Still,0.0,0.0
The Treasure of the Sierra Madre,3800000.0,4307000.0
Bad Taste,150000.0,0.0
Duck Soup,0.0,0.0
Better Off Dead...,0.0,0.0
The Shining,19000000.0,44781695.0
Stand by Me,35000000.0,83100000.0
M,0.0,0.0
Evil Dead II,3500000.0,10900000.0
The Great Escape,4000000.0,11700000.0
The Deer Hunter,15000000.0,49000000.0
Diva,0.0,0.0
Groundhog Day,14600000.0,71108778.0
Unforgiven,14400000.0,159157447.0
The Manchurian Candidate,80000000.0,96105964.0
Pump up the Volume,0.0,11500000.0
Arsenic and Old Lace,1120175.0,0.0
Back to the Future,19000000.0,381109762.0
Fried Green Tomatoes,11000000.0,119400000.0
Patton,12000000.0,89800000.0
Down by Law,0.0,0.0
Akira,5700000.0,49000000.0
Highlander,19000000.0,12900000.0
Cool Hand Luke,3200000.0,16217773.0
Cyrano de Bergerac,0.0,5822041.0
Young Frankenstein,2800000.0,86273333.0
Night on Earth,3500000.0,2015810.0
Raise the Red Lantern,1000000.0,16600000.0
The Great Dictator,2000000.0,11000000.0
Fantasia,2280000.0,76411819.0
High Noon,0.0,0.0
The Big Sleep,0.0,0.0
Heathers,3000000.0,1166207.0
Somewhere in Time,5100000.0,0.0
Ben-Hur,100000000.0,94061311.0
This Is Spinal Tap,2500000.0,4737539.0
Koyaanisqatsi,600000.0,3200000.0
Some Kind of Wonderful,0.0,18553948.0
Indiana Jones and the Last Crusade,48000000.0,474171806.0
Being There,0.0,0.0
Gandhi,22000000.0,77737889.0
The Unbearable Lightness of Being,17000000.0,10000000.0
A Room with a View,0.0,0.0
Real Genius,8000000.0,12952019.0
Pink Floyd: The Wall,12000000.0,22244207.0
The Killing Fields,14400000.0,34700291.0
My Life as a Dog,0.0,8300000.0
Forbidden Planet,1900000.0,3250000.0
Field of Dreams,15000000.0,84431625.0
The Man Who Would Be King,8000000.0,12678.0
Butch Cassidy and the Sundance Kid,6000000.0,102308889.0
"Paris, Texas",1750000.0,2181987.0
Until the End of the World,23000000.0,0.0
When Harry Met Sally...,16000000.0,92823546.0
I Shot a Man in Vegas,0.0,2684.0
Parallel Sons,0.0,0.0
Hype!,0.0,0.0
Santa with Muscles,0.0,220198.0
Female Perversions,0.0,0.0
Mad Dog Time,8000000.0,107874.0
Breathing Room,0.0,0.0
Paris Was a Woman,0.0,0.0
I'm Not Rappaport,0.0,0.0
Blue Juice,0.0,0.0
Kids of Survival,0.0,0.0
Alien³,50000000.0,159773545.0
An American Werewolf in London,10000000.0,31973249.0
Amityville: It's About Time,0.0,0.0
Amityville 3-D,6000000.0,6333135.0
Amityville: Dollhouse,0.0,0.0
Amityville: A New Generation,1500000.0,0.0
Amityville II: The Possession,5000000.0,12534817.0
The Amityville Horror,4700000.0,86432000.0
The Amityville Curse,750000.0,0.0
Blood for Dracula,0.0,0.0
April Fool's Day,5000000.0,0.0
Audrey Rose,0.0,0.0
The Believers,13000000.0,18753438.0
The Birds,2500000.0,11500000.0
The Blob,10000000.0,8247943.0
Blood Beach,2000000.0,0.0
Body Parts,0.0,0.0
The Body Snatcher,125000.0,0.0
Dracula,0.0,0.0
Bride of Frankenstein,393750.0,2000000.0
Burnt Offerings,0.0,0.0
Candyman,6000000.0,25792310.0
Cape Fear,35000000.0,182300000.0
Carrie,1800000.0,33800000.0
Cat People,12500000.0,21000000.0
A Nightmare on Elm Street,1800000.0,57004513.0
Nosferatu,50000000.0,177225075.0
Vampire in Venice,0.0,0.0
The Omen,2800000.0,60922980.0
Blood and Wine,26000000.0,1094668.0
Albino Alligator,6000000.0,339471.0
The Mirror Has Two Faces,42000000.0,41083864.0
Breaking the Waves,7500000.0,23000000.0
Nightwatch,10000000.0,1179002.0
Star Trek: First Contact,46000000.0,146027888.0
Shine,5500000.0,35892330.0
Sling Blade,1200000.0,34100000.0
Jingle All the Way,60000000.0,129800000.0
Identification of a Woman,0.0,0.0
Paradise Lost: The Child Murders at Robin Hood Hills,0.0,0.0
The Preacher's Wife,40000000.0,48100000.0
Zero Kelvin,2535000.0,0.0
Ridicule,3000000.0,2503829.0
The Crucible,25000000.0,7343114.0
101 Dalmatians,54000000.0,320689294.0
The Forbidden Christ,0.0,0.0
I Can't Sleep,0.0,0.0
Die Hard 2,70000000.0,240031094.0
Star Trek: The Motion Picture,44000000.0,139346243.0
Star Trek VI: The Undiscovered Country,27000000.0,96888996.0
Star Trek V: The Final Frontier,33000000.0,63000000.0
Star Trek II: The Wrath of Khan,12000000.0,96594943.0
Star Trek III: The Search for Spock,18000000.0,87000000.0
Star Trek IV: The Voyage Home,21000000.0,133000000.0
Batman Returns,80000000.0,280000000.0
Young Guns,13000000.0,44700000.0
Young Guns II,20000000.0,59000000.0
Grease,6000000.0,396271103.0
Grease 2,13200000.0,15172313.0
Marked for Death,12000000.0,46044400.0
Adrenalin: Fear the Rush,0.0,0.0
The Substance of Fire,0.0,0.0
Under Siege,17000000.0,13851432.0
Terror in a Texas Town,0.0,0.0
Jaws,7000000.0,470653000.0
Jaws 2,20000000.0,187884000.0
Jaws 3-D,20500000.0,87987056.0
My Fellow Americans,21500000.0,0.0
Mars Attacks!,70000000.0,101371017.0
Citizen Ruth,3000000.0,285112.0
Jerry Maguire,50000000.0,273600000.0
Raising Arizona,6000000.0,29180280.0
Tin Men,0.0,0.0
Sneakers,23000000.0,105232691.0
Bastard Out of Carolina,0.0,0.0
In Love and War,0.0,25372294.0
Marvin's Room,23000000.0,12803305.0
Somebody Is Waiting,0.0,0.0
Ghosts of Mississippi,30000000.0,13323144.0
Night Falls on Manhattan,10000000.0,9889670.0
Beavis and Butt-Head Do America,12000000.0,63118386.0
La Cérémonie,0.0,10882920.0
Scream,0.0,0.0
The Last of the Mohicans,40000000.0,75505856.0
Michael,20000000.0,119700000.0
The Evening Star,0.0,12767815.0
Hamlet,2000000.0,1568749.0
Some Mother's Son,0.0,0.0
The Whole Wide World,1300000.0,0.0
Mother,30000000.0,44516999.0
Thieves,0.0,0.0
Evita,55000000.0,141047179.0
The Portrait of a Lady,0.0,3692836.0
Walkabout,1000000.0,0.0
Message to Love: The Isle of Wight Festival,0.0,0.0
Murder at 1600,40000000.0,25804707.0
Hearts and Minds,0.0,30000.0
Inside,0.0,170000.0
Fierce Creatures,25000000.0,9381260.0
Zeus & Roxanne,0.0,0.0
Turbulence,55000000.0,11466088.0
Angel Baby,0.0,0.0
First Strike,1500000.0,53168876.0
Underworld,22000000.0,95708457.0
Beverly Hills Ninja,18000000.0,31480022.0
Metro,55000000.0,31987563.0
The Machine,0.0,0.0
Falling in Love Again,0.0,0.0
The Cement Garden,0.0,322975.0
Dante's Peak,116000000.0,178127760.0
Meet Wally Sparks,12000000.0,4100000.0
Amos & Andrew,0.0,9745803.0
Benny & Joon,0.0,23202734.0
Prefontaine,8000000.0,589304.0
A Tickle in the Heart,0.0,0.0
Guantanamera,0.0,0.0
McHale's Navy,0.0,4529843.0
Kolya,0.0,0.0
Gridlock'd,5000000.0,5600000.0
Fire on the Mountain,0.0,0.0
Waiting for Guffman,4000000.0,2900000.0
Prisoner of the Mountains,0.0,890078.0
The Beautician and the Beast,16000000.0,11486880.0
SubUrbia,0.0,0.0
Hotel de Love,0.0,0.0
The Pest,17000000.0,3600000.0
